0.5001	0.364436	0.0452981
0.490902	-0.471178	0.173597
-0.500169	0.152333	-0.115185
0.282227	0.499956	-0.0333875
-0.449672	0.330972	-0.496562
0.333632	-0.340632	-0.499872
0.499824	-0.381871	-0.0386362
-0.499353	-0.412272	-0.160223
0.496191	0.335242	-0.453052
0.442553	0.422227	-0.496856
0.0346383	0.0478283	-0.500245
0.409402	0.294769	-0.499725
-0.391008	0.499745	0.110048
-0.499955	0.343282	0.315292
0.470061	0.491522	0.307878
-0.0211486	-0.499851	-0.0296342
-0.236939	-0.500182	-0.0598639
-0.445764	0.497198	-0.158263
-0.411361	-0.499409	0.208736
-0.164015	-0.358012	-0.499952
0.12989	0.500137	-0.281431
0.442028	0.497702	-0.239202
-0.49755	0.2444	-0.445593
-0.500103	0.212675	-0.361785
-0.133459	0.499782	0.243804
-0.386148	0.499686	-0.086692
-0.380586	-0.00379437	0.499962
0.466151	-0.492736	0.227795
-0.00994974	0.441957	0.497907
-0.0818803	-0.499992	0.125389
0.37234	-0.500096	0.324979
0.304513	-0.0808926	0.499854
-0.145425	-0.496988	0.447653
0.0426426	0.499817	-0.0149543
0.00842631	0.499777	0.0624173
-0.416554	0.271143	-0.499585
0.105205	-0.0214031	0.500027
0.499583	0.0819467	-0.402225
0.499954	-0.036936	-0.277632
-0.241638	-0.292372	0.49982
0.10164	-0.500159	-0.345558
0.499982	-0.149205	0.239292
0.500038	0.392528	-0.241736
0.499791	0.090157	0.0722954
-0.485607	-0.281249	0.479483
0.0683062	0.281851	0.500087
0.0926484	0.267157	-0.499871
-0.0963753	-0.029589	-0.499777
-0.0841268	-0.499908	0.383201
-0.322654	0.00877106	0.499928
-0.245946	0.21418	-0.499998
-0.465499	-0.0862851	-0.493509
0.364524	0.342721	-0.49978
-0.00854981	-0.499789	0.204881
0.451239	-0.496593	0.158747
0.499315	0.316476	0.41048
0.0539541	0.500116	-0.237412
-0.486678	0.469326	-0.452355
0.499734	0.37518	-0.0212848
0.432176	-0.111124	-0.498606
0.0861348	0.252546	-0.499815
-0.345405	-0.241294	0.500173
-0.131918	-0.322123	0.499911
0.293589	0.430331	-0.498827
-0.499812	-0.176851	0.366551
0.49722	0.447004	-0.365298
0.38412	-0.167013	0.499883
0.416892	0.49917	-0.130872
-0.50015	0.0369216	0.0599083
0.500033	0.0176648	-0.309394
0.499552	0.299223	0.395892
0.277003	-0.500162	-0.106925
-0.269439	0.500023	0.181451
0.253249	-0.50006	0.0689543
0.499987	-0.0366147	0.215315
0.499852	-0.0427589	-0.27309
-0.500096	-0.183291	-0.359042
-0.327892	0.115652	0.499845
0.476242	0.397792	0.488052
-0.193537	-0.477491	-0.487321
0.49993	-0.112787	-0.380467
0.499749	0.0590552	0.388889
0.22413	-0.152221	0.49994
0.109471	-0.50005	-0.198491
-0.456542	-0.49382	0.431709
-0.438195	-0.169937	-0.498309
-0.499739	-0.394992	-0.301667
-0.499933	-0.262856	0.0257071
-0.107722	0.499996	-0.0830637
0.499984	-0.160629	-0.293904
-0.205712	0.287045	0.500029
-0.251229	-0.444379	-0.497672
-0.35877	-0.381764	-0.499841
0.0115283	-0.375699	0.499748
0.500145	-0.0734582	0.339653
0.0101262	0.500136	0.364981
0.208529	-0.264657	0.500171
-0.165538	0.0717591	-0.500244
0.114866	0.268475	0.500083
-0.136323	-0.250457	0.499904
0.227934	0.500242	-0.118917
-0.500046	-0.32547	-0.350211
0.416951	-0.436731	0.497321
-0.0674455	-0.0475131	0.499784
-0.500219	-0.311991	-0.146342
-0.46179	0.493724	-0.410281
0.444044	0.492073	-0.459668
-0.500201	-0.0998043	0.0526602
-0.478929	0.486782	-0.283487
0.500008	0.146276	-0.201609
-0.159144	-0.26374	-0.49978
0.435912	-0.498539	-0.209143
-0.437479	-0.480555	-0.481467
0.498734	-0.272555	-0.431832
-0.366437	0.499941	0.361467
0.499123	0.42476	0.0267498
0.262823	-0.499887	0.298862
0.499772	-0.0527994	0.134841
0.439782	-0.497871	0.0308768
-0.171279	0.0477513	-0.499773
-0.0959945	-0.327832	0.500115
0.195992	-0.117623	0.500129
-0.0660954	0.500142	0.0399704
0.181423	0.197027	-0.500036
-0.0748325	0.499818	0.306167
-0.35414	-0.500134	-0.0366473
-0.495818	-0.206589	0.45626
-0.0367101	0.110223	-0.500045
-0.48445	-0.176949	-0.481194
0.500202	-0.357424	0.309551
-0.48995	-0.385859	0.472459
-0.166684	0.499893	0.0668094
0.0315847	0.49979	-0.320244
0.201631	0.500159	-0.0562646
0.500051	0.334768	0.226882
0.0880135	-0.302341	0.499809
-0.117292	0.446816	-0.497141
0.499778	-0.256974	-0.137217
-0.0689667	-0.284926	0.500215
0.411118	0.153934	-0.499598
0.302833	0.499913	-0.103954
-0.24285	0.311638	-0.500134
-0.499607	0.334322	0.414879
-0.197423	0.172963	-0.499941
-0.390345	-0.302495	-0.499701
0.495161	-0.162073	0.457515
0.50014	-0.114383	-0.250885
0.473434	0.214734	0.489613
-0.0701883	0.154437	-0.499816
-0.498817	-0.158368	0.431711
-0.406789	-0.499758	-0.174533
-0.495779	-0.178766	0.456253
0.175363	-0.336762	-0.499823
